latitude,longitude,name
51.607,1.448,LONDON ARRAY
51.599,1.486,LONDON ARRAY
51.585,1.49,LONDON ARRAY
51.646,1.465,LONDON ARRAY
51.645,1.489,LONDON ARRAY
51.585,1.467,LONDON ARRAY
51.58,1.522,LONDON ARRAY
51.638,1.479,LONDON ARRAY
51.596,1.47,LONDON ARRAY
51.647,1.441,LONDON ARRAY
51.636,1.463,LONDON ARRAY
51.643,1.448,LONDON ARRAY
51.64,1.432,LONDON ARRAY
51.612,1.505,LONDON ARRAY
51.613,1.481,LONDON ARRAY
51.61,1.489,LONDON ARRAY
51.635,1.486,LONDON ARRAY
51.638,1.503,LONDON ARRAY
51.61,1.465,LONDON ARRAY
51.639,1.455,LONDON ARRAY
51.634,1.51,LONDON ARRAY
51.606,1.495,LONDON ARRAY
51.642,1.472,LONDON ARRAY
51.607,1.472,LONDON ARRAY
51.581,1.474,LONDON ARRAY
51.582,1.45,LONDON ARRAY
51.581,1.498,LONDON ARRAY
51.609,1.512,LONDON ARRAY
51.584,1.515,LONDON ARRAY
51.598,1.51,LONDON ARRAY
51.597,1.446,LONDON ARRAY
51.621,1.467,LONDON ARRAY
51.628,1.564,LONDON ARRAY
51.626,1.437,LONDON ARRAY
51.629,1.453,LONDON ARRAY
51.575,1.552,LONDON ARRAY
51.618,1.451,LONDON ARRAY
51.627,1.413,LONDON ARRAY
51.612,1.418,LONDON ARRAY
51.614,1.569,LONDON ARRAY
51.605,1.432,LONDON ARRAY
51.636,1.439,LONDON ARRAY
51.611,1.441,LONDON ARRAY
51.632,1.47,LONDON ARRAY
51.632,1.557,LONDON ARRAY
51.657,1.555,LONDON ARRAY
51.622,1.444,LONDON ARRAY
51.623,1.42,LONDON ARRAY
51.621,1.555,LONDON ARRAY
51.611,1.553,LONDON ARRAY
51.619,1.427,LONDON ARRAY
51.582,1.562,LONDON ARRAY
51.633,1.446,LONDON ARRAY
51.618,1.562,LONDON ARRAY
51.603,1.567,LONDON ARRAY
51.607,1.56,LONDON ARRAY
51.598,1.424,LONDON ARRAY
51.628,1.477,LONDON ARRAY
51.633,1.422,LONDON ARRAY
51.596,1.557,LONDON ARRAY
51.625,1.46,LONDON ARRAY
51.608,1.425,LONDON ARRAY
51.624,1.484,LONDON ARRAY
51.664,1.477,LONDON ARRAY
54.084,-3.438,ORMONDE
51.601,1.526,LONDON ARRAY
51.658,1.444,LONDON ARRAY
51.678,1.472,LONDON ARRAY
51.667,1.47,LONDON ARRAY
51.594,1.517,LONDON ARRAY
51.592,1.564,LONDON ARRAY
54.087,-3.41,ORMONDE
54.081,-3.449,ORMONDE
51.589,1.548,LONDON ARRAY
54.081,-3.432,ORMONDE
54.081,-3.415,ORMONDE
51.657,1.467,LONDON ARRAY
51.664,1.453,LONDON ARRAY
51.671,1.463,LONDON ARRAY
54.078,-3.443,ORMONDE
54.078,-3.426,ORMONDE
51.669,1.51,LONDON ARRAY
54.084,-3.421,ORMONDE
51.654,1.451,LONDON ARRAY
54.074,-3.42,ORMONDE
51.59,1.524,LONDON ARRAY
51.593,1.541,LONDON ARRAY
54.084,-3.455,ORMONDE
51.587,1.531,LONDON ARRAY
51.6,1.55,LONDON ARRAY
51.653,1.474,LONDON ARRAY
54.09,-3.415,ORMONDE
51.586,1.555,LONDON ARRAY
51.576,1.529,LONDON ARRAY
51.66,1.461,LONDON ARRAY
54.1,-3.433,ORMONDE
54.759,-3.686,ROBIN RIGG
54.762,-3.715,ROBIN RIGG
54.09,-3.433,ORMONDE
54.097,-3.444,ORMONDE
54.761,-3.731,ROBIN RIGG
54.76,-3.724,ROBIN RIGG
54.762,-3.699,ROBIN RIGG
54.765,-3.728,ROBIN RIGG
54.757,-3.695,ROBIN RIGG
54.758,-3.702,ROBIN RIGG
54.094,-3.421,ORMONDE
54.097,-3.427,ORMONDE
54.764,-3.722,ROBIN RIGG
54.097,-3.462,ORMONDE
54.759,-3.74,ROBIN RIGG
54.755,-3.689,ROBIN RIGG
54.764,-3.69,ROBIN RIGG
54.087,-3.462,ORMONDE
54.1,-3.45,ORMONDE
54.094,-3.456,ORMONDE
54.761,-3.693,ROBIN RIGG
54.766,-3.712,ROBIN RIGG
54.094,-3.438,ORMONDE
54.087,-3.444,ORMONDE
54.763,-3.737,ROBIN RIGG
54.087,-3.427,ORMONDE
54.104,-3.439,ORMONDE
54.76,-3.708,ROBIN RIGG
54.091,-3.45,ORMONDE
54.074,-3.437,ORMONDE
54.746,-3.725,ROBIN RIGG
54.744,-3.735,ROBIN RIGG
54.74,-3.699,ROBIN RIGG
54.745,-3.719,ROBIN RIGG
54.739,-3.715,ROBIN RIGG
54.743,-3.712,ROBIN RIGG
54.753,-3.736,ROBIN RIGG
54.766,-3.696,ROBIN RIGG
54.758,-3.733,ROBIN RIGG
54.753,-3.698,ROBIN RIGG
54.755,-3.704,ROBIN RIGG
54.767,-3.719,ROBIN RIGG
54.755,-3.743,ROBIN RIGG
54.742,-3.705,ROBIN RIGG
54.756,-3.727,ROBIN RIGG
54.742,-3.728,ROBIN RIGG
54.754,-3.72,ROBIN RIGG
54.756,-3.711,ROBIN RIGG
54.768,-3.703,ROBIN RIGG
54.747,-3.709,ROBIN RIGG
54.737,-3.724,ROBIN RIGG
54.744,-3.696,ROBIN RIGG
54.758,-3.717,ROBIN RIGG
54.75,-3.739,ROBIN RIGG
54.738,-3.708,ROBIN RIGG
54.762,-3.684,ROBIN RIGG
54.741,-3.722,ROBIN RIGG
54.764,-3.706,ROBIN RIGG
54.746,-3.703,ROBIN RIGG
54.753,-3.714,ROBIN RIGG
54.737,-3.702,ROBIN RIGG
54.735,-3.718,ROBIN RIGG
54.643,-1.076,TEESSIDE
54.646,-1.095,TEESSIDE
54.647,-1.084,TEESSIDE
54.749,-3.7,ROBIN RIGG
54.648,-1.115,TEESSIDE
54.653,-1.112,TEESSIDE
54.639,-1.095,TEESSIDE
54.649,-1.088,TEESSIDE
54.645,-1.08,TEESSIDE
54.75,-3.723,ROBIN RIGG
54.651,-1.108,TEESSIDE
54.65,-1.119,TEESSIDE
54.638,-1.079,TEESSIDE
54.751,-3.707,ROBIN RIGG
54.749,-3.716,ROBIN RIGG
54.748,-3.732,ROBIN RIGG
54.651,-1.092,TEESSIDE
54.648,-1.099,TEESSIDE
54.751,-3.691,ROBIN RIGG
54.641,-1.072,TEESSIDE
54.637,-1.09,TEESSIDE
54.646,-1.111,TEESSIDE
54.649,-1.104,TEESSIDE
54.641,-1.099,TEESSIDE
54.653,-1.097,TEESSIDE
54.642,-1.087,TEESSIDE
54.643,-1.103,TEESSIDE
54.748,-3.694,ROBIN RIGG
54.752,-3.729,ROBIN RIGG
54.644,-1.091,TEESSIDE
54.645,-1.107,TEESSIDE
54.64,-1.083,TEESSIDE
51.698,1.501,LONDON ARRAY
54.77,-3.693,ROBIN RIGG
54.107,-3.445,ORMONDE
51.473,1.106,KENTISH FLATS
54.738,-3.731,ROBIN RIGG
51.466,1.037,KENTISH FLATS EXTENSION
51.922,1.869,GREATER GABBARD
51.445,1.106,KENTISH FLATS EXTENSION
54.071,-3.431,ORMONDE
51.442,1.078,KENTISH FLATS EXTENSION
51.954,1.875,GREATER GABBARD
53.874,-3.202,SHELL FLAT
55.099,2.703,DOGGER BANK
54.866,1.819,DOGGER BANK
51.446,1.062,KENTISH FLATS EXTENSION
51.888,1.998,GREATER GABBARD
52.214,2.502,EAST ANGLIA ONE
51.974,1.924,GREATER GABBARD
54.09,-3.468,ORMONDE
54.635,-1.086,TEESSIDE
51.456,1.05,KENTISH FLATS EXTENSION
51.872,1.941,GREATER GABBARD
51.448,1.137,KENTISH FLATS EXTENSION
51.943,1.922,GREATER GABBARD
51.87,1.85,GREATER GABBARD
51.578,1.569,LONDON ARRAY
51.624,1.571,LONDON ARRAY
51.579,1.458,LONDON ARRAY
51.634,1.41,LONDON ARRAY
54.083,-3.404,ORMONDE
53.637,0.262,HUMBER GATEWAY
54.64,-1.068,TEESSIDE
53.135,0.449,LYNN
51.463,1.063,KENTISH FLATS
55.14,-1.406,BLYTH
58.261,-2.824,BEATRICE
53.643,0.319,HUMBER GATEWAY
55.122,-1.396,BLYTH
58.268,-2.84,BEATRICE
55.148,-1.413,BLYTH
51.767,1.922,GREATER GABBARD
51.809,1.994,GREATER GABBARD
55.113,-1.393,BLYTH
58.289,-2.78,BEATRICE
53.86,-3.295,SHELL FLAT
58.253,-2.915,BEATRICE
51.395,-3.53,Unspecified
51.736,1.943,GREATER GABBARD
58.298,-2.882,BEATRICE
55.131,-1.401,BLYTH
58.211,-2.981,BEATRICE
58.288,-2.885,BEATRICE
54.769,-3.709,ROBIN RIGG
51.446,1.078,KENTISH FLATS
51.594,1.386,LONDON ARRAY
53.158,0.648,DOCKING SHOAL
54.655,-1.101,TEESSIDE
51.859,1.895,GREATER GABBARD
51.475,-3.849,SCARWEATHER SANDS
58.278,-2.889,BEATRICE
58.257,-2.843,BEATRICE
58.281,-2.817,BEATRICE
58.302,-2.81,BEATRICE
58.264,-2.806,BEATRICE
58.27,-2.926,BEATRICE
58.264,-2.858,BEATRICE
58.285,-2.798,BEATRICE
58.309,-2.825,BEATRICE
58.291,-2.867,BEATRICE
58.274,-2.855,BEATRICE
58.274,-2.908,BEATRICE
58.271,-2.821,BEATRICE
58.305,-2.844,BEATRICE
58.264,-2.911,BEATRICE
58.281,-2.87,BEATRICE
58.313,-2.807,BEATRICE
58.285,-2.851,BEATRICE
58.292,-2.814,BEATRICE
58.25,-2.933,BEATRICE
58.26,-2.877,BEATRICE
58.302,-2.863,BEATRICE
58.309,-2.878,BEATRICE
58.284,-2.904,BEATRICE
58.254,-2.862,BEATRICE
58.288,-2.833,BEATRICE
58.316,-2.841,BEATRICE
58.247,-2.847,BEATRICE
58.312,-2.86,BEATRICE
58.278,-2.836,BEATRICE
58.267,-2.892,BEATRICE
58.299,-2.829,BEATRICE
58.215,-2.963,BEATRICE
58.208,-2.947,BEATRICE
58.191,-2.935,BEATRICE
58.212,-2.929,BEATRICE
58.205,-2.913,BEATRICE
58.295,-2.795,BEATRICE
58.319,-2.822,BEATRICE
58.233,-2.922,BEATRICE
58.243,-2.918,BEATRICE
58.236,-2.903,BEATRICE
58.275,-2.802,BEATRICE
58.24,-2.884,BEATRICE
58.271,-2.874,BEATRICE
58.229,-2.888,BEATRICE
58.222,-2.925,BEATRICE
58.233,-2.869,BEATRICE
58.202,-2.932,BEATRICE
58.281,-2.923,BEATRICE
58.195,-2.917,BEATRICE
58.295,-2.848,BEATRICE
58.215,-2.91,BEATRICE
58.243,-2.865,BEATRICE
58.226,-2.906,BEATRICE
58.223,-2.872,BEATRICE
58.295,-2.901,BEATRICE
58.229,-2.94,BEATRICE
58.219,-2.891,BEATRICE
58.236,-2.956,BEATRICE
58.225,-2.959,BEATRICE
58.205,-2.966,BEATRICE
58.219,-2.944,BEATRICE
58.246,-2.952,BEATRICE
58.323,-2.856,BEATRICE
58.299,-2.776,BEATRICE
57.212,-1.999,ABERDEEN
57.216,-2.011,ABERDEEN
57.23,-1.974,ABERDEEN
50.679,-0.256,RAMPION
50.684,-0.247,RAMPION
50.697,-0.213,RAMPION
57.228,-2.002,ABERDEEN
50.677,-0.245,RAMPION
50.686,-0.258,RAMPION
50.672,-0.253,RAMPION
58.2,-2.95,BEATRICE
58.232,-2.974,BEATRICE
50.67,-0.244,RAMPION
50.695,-0.242,RAMPION
57.224,-2.013,ABERDEEN
50.689,-0.239,RAMPION
57.22,-2,ABERDEEN
58.237,-2.85,BEATRICE
50.669,-0.205,RAMPION
50.694,-0.231,RAMPION
50.682,-0.237,RAMPION
50.698,-0.223,RAMPION
50.69,-0.25,RAMPION
58.256,-2.949,BEATRICE
58.209,-2.896,BEATRICE
58.25,-2.828,BEATRICE
58.182,-2.937,BEATRICE
58.208,-3,BEATRICE
57.234,-1.99,ABERDEEN
57.224,-1.988,ABERDEEN
50.667,-0.222,RAMPION
50.683,-0.209,RAMPION
50.667,-0.194,RAMPION
50.705,-0.225,RAMPION
50.658,-0.21,RAMPION
50.655,-0.228,RAMPION
50.671,-0.282,RAMPION
50.663,-0.202,RAMPION
50.678,-0.217,RAMPION
50.697,-0.252,RAMPION
50.671,-0.215,RAMPION
50.702,-0.243,RAMPION
50.659,-0.249,RAMPION
50.66,-0.22,RAMPION
50.69,-0.211,RAMPION
50.703,-0.215,RAMPION
50.7,-0.233,RAMPION
50.663,-0.241,RAMPION
50.701,-0.205,RAMPION
50.657,-0.239,RAMPION
50.681,-0.198,RAMPION
50.676,-0.206,RAMPION
50.688,-0.201,RAMPION
50.674,-0.196,RAMPION
50.668,-0.3,RAMPION
50.654,-0.257,RAMPION
50.665,-0.251,RAMPION
50.662,-0.231,RAMPION
50.661,-0.259,RAMPION
50.692,-0.221,RAMPION
50.673,-0.225,RAMPION
50.675,-0.235,RAMPION
53.641,0.278,HUMBER GATEWAY
53.651,0.282,HUMBER GATEWAY
53.64,0.286,HUMBER GATEWAY
53.62,0.287,HUMBER GATEWAY
53.621,0.278,HUMBER GATEWAY
53.653,0.264,HUMBER GATEWAY
53.644,0.302,HUMBER GATEWAY
53.634,0.297,HUMBER GATEWAY
53.629,0.3,HUMBER GATEWAY
53.657,0.27,HUMBER GATEWAY
53.65,0.299,HUMBER GATEWAY
53.655,0.297,HUMBER GATEWAY
53.656,0.279,HUMBER GATEWAY
53.647,0.275,HUMBER GATEWAY
53.624,0.293,HUMBER GATEWAY
53.647,0.266,HUMBER GATEWAY
53.636,0.28,HUMBER GATEWAY
53.66,0.303,HUMBER GATEWAY
53.637,0.271,HUMBER GATEWAY
53.645,0.293,HUMBER GATEWAY
53.64,0.295,HUMBER GATEWAY
53.625,0.285,HUMBER GATEWAY
53.652,0.273,HUMBER GATEWAY
53.631,0.282,HUMBER GATEWAY
53.661,0.286,HUMBER GATEWAY
53.631,0.273,HUMBER GATEWAY
53.639,0.304,HUMBER GATEWAY
53.642,0.269,HUMBER GATEWAY
53.627,0.276,HUMBER GATEWAY
53.65,0.29,HUMBER GATEWAY
53.649,0.308,HUMBER GATEWAY
53.653,0.314,HUMBER GATEWAY
53.663,0.319,HUMBER GATEWAY
53.648,0.317,HUMBER GATEWAY
51.938,1.984,GREATER GABBARD
51.924,1.987,GREATER GABBARD
51.952,1.998,GREATER GABBARD
51.964,1.985,GREATER GABBARD
51.951,1.964,GREATER GABBARD
51.915,1.982,GREATER GABBARD
51.893,1.982,GREATER GABBARD
53.66,0.294,HUMBER GATEWAY
51.896,1.996,GREATER GABBARD
53.644,0.31,HUMBER GATEWAY
53.653,0.323,HUMBER GATEWAY
53.659,0.312,HUMBER GATEWAY
51.977,1.991,GREATER GABBARD
53.658,0.321,HUMBER GATEWAY
51.935,1.969,GREATER GABBARD
51.92,1.973,GREATER GABBARD
53.664,0.31,HUMBER GATEWAY
51.941,1.998,GREATER GABBARD
53.646,0.284,HUMBER GATEWAY
53.63,0.291,HUMBER GATEWAY
53.635,0.289,HUMBER GATEWAY
53.656,0.288,HUMBER GATEWAY
51.962,1.998,GREATER GABBARD
53.654,0.306,HUMBER GATEWAY
53.634,0.306,HUMBER GATEWAY
53.638,0.313,HUMBER GATEWAY
51.945,1.973,GREATER GABBARD
51.878,1.922,GREATER GABBARD
51.862,1.859,GREATER GABBARD
51.894,1.956,GREATER GABBARD
51.917,1.958,GREATER GABBARD
51.923,1.949,GREATER GABBARD
51.876,1.956,GREATER GABBARD
51.903,1.962,GREATER GABBARD
51.901,1.923,GREATER GABBARD
51.932,1.993,GREATER GABBARD
51.961,1.97,GREATER GABBARD
51.953,1.984,GREATER GABBARD
51.978,1.976,GREATER GABBARD
51.864,1.913,GREATER GABBARD
51.905,1.938,GREATER GABBARD
51.885,1.951,GREATER GABBARD
51.86,1.898,GREATER GABBARD
51.888,1.966,GREATER GABBARD
51.912,1.967,GREATER GABBARD
51.906,1.977,GREATER GABBARD
51.885,1.872,GREATER GABBARD
51.897,1.971,GREATER GABBARD
51.929,1.978,GREATER GABBARD
51.902,1.988,GREATER GABBARD
51.899,1.947,GREATER GABBARD
51.978,1.954,GREATER GABBARD
51.869,1.927,GREATER GABBARD
51.928,1.939,GREATER GABBARD
51.882,1.857,GREATER GABBARD
51.91,1.929,GREATER GABBARD
51.884,1.984,GREATER GABBARD
51.881,1.897,GREATER GABBARD
51.887,1.927,GREATER GABBARD
51.912,1.888,GREATER GABBARD
51.917,1.878,GREATER GABBARD
51.914,1.864,GREATER GABBARD
51.908,1.873,GREATER GABBARD
51.903,1.882,GREATER GABBARD
51.958,1.889,GREATER GABBARD
51.898,1.908,GREATER GABBARD
51.89,1.942,GREATER GABBARD
51.944,1.893,GREATER GABBARD
51.876,1.867,GREATER GABBARD
51.97,1.958,GREATER GABBARD
51.872,1.909,GREATER GABBARD
51.94,1.879,GREATER GABBARD
51.89,1.863,GREATER GABBARD
51.863,1.887,GREATER GABBARD
51.889,1.903,GREATER GABBARD
51.926,1.963,GREATER GABBARD
51.872,1.895,GREATER GABBARD
51.949,1.884,GREATER GABBARD
51.899,1.868,GREATER GABBARD
51.952,1.899,GREATER GABBARD
51.92,1.893,GREATER GABBARD
51.947,1.908,GREATER GABBARD
51.935,1.888,GREATER GABBARD
51.931,1.874,GREATER GABBARD
51.893,1.917,GREATER GABBARD
51.896,1.932,GREATER GABBARD
51.894,1.877,GREATER GABBARD
51.896,1.855,GREATER GABBARD
51.929,1.898,GREATER GABBARD
51.938,1.903,GREATER GABBARD
51.884,1.912,GREATER GABBARD
51.962,1.947,GREATER GABBARD
51.942,1.935,GREATER GABBARD
51.789,1.985,GREATER GABBARD
51.925,1.925,GREATER GABBARD
51.908,1.952,GREATER GABBARD
51.946,1.95,GREATER GABBARD
51.919,1.934,GREATER GABBARD
51.907,1.914,GREATER GABBARD
51.956,1.913,GREATER GABBARD
51.773,1.982,GREATER GABBARD
51.78,1.987,GREATER GABBARD
51.783,1.932,GREATER GABBARD
51.775,1.94,GREATER GABBARD
51.775,1.927,GREATER GABBARD
51.786,1.998,GREATER GABBARD
51.932,1.954,GREATER GABBARD
51.775,1.97,GREATER GABBARD
51.783,1.976,GREATER GABBARD
51.94,1.959,GREATER GABBARD
51.88,1.97,GREATER GABBARD
51.968,1.908,GREATER GABBARD
51.779,1.953,GREATER GABBARD
51.965,1.918,GREATER GABBARD
51.783,1.945,GREATER GABBARD
51.916,1.919,GREATER GABBARD
51.934,1.93,GREATER GABBARD
51.937,1.945,GREATER GABBARD
51.951,1.941,GREATER GABBARD
51.771,1.949,GREATER GABBARD
51.778,1.998,GREATER GABBARD
51.791,1.949,GREATER GABBARD
51.453,1.131,KENTISH FLATS
51.757,1.974,GREATER GABBARD
51.45,1.101,KENTISH FLATS
51.743,1.948,GREATER GABBARD
51.763,1.944,GREATER GABBARD
51.803,1.967,GREATER GABBARD
51.759,1.985,GREATER GABBARD
51.755,1.995,GREATER GABBARD
51.467,1.102,KENTISH FLATS
51.47,1.076,KENTISH FLATS
51.802,1.998,GREATER GABBARD
51.472,1.096,KENTISH FLATS
51.795,1.962,GREATER GABBARD
51.765,1.978,GREATER GABBARD
51.767,1.965,GREATER GABBARD
51.794,1.998,GREATER GABBARD
51.764,1.998,GREATER GABBARD
51.469,1.066,KENTISH FLATS
51.748,1.969,GREATER GABBARD
51.88,1.937,GREATER GABBARD
51.467,1.113,KENTISH FLATS
51.471,1.086,KENTISH FLATS
51.449,1.091,KENTISH FLATS
51.747,1.934,GREATER GABBARD
51.742,1.96,GREATER GABBARD
51.797,1.986,GREATER GABBARD
51.77,1.993,GREATER GABBARD
51.759,1.959,GREATER GABBARD
51.751,1.982,GREATER GABBARD
51.751,1.954,GREATER GABBARD
51.755,1.939,GREATER GABBARD
51.453,1.075,KENTISH FLATS
51.457,1.071,KENTISH FLATS
51.455,1.095,KENTISH FLATS
51.457,1.115,KENTISH FLATS
51.459,1.088,KENTISH FLATS
51.466,1.093,KENTISH FLATS
51.461,1.099,KENTISH FLATS
51.458,1.125,KENTISH FLATS
51.452,1.121,KENTISH FLATS
51.464,1.073,KENTISH FLATS
51.454,1.085,KENTISH FLATS
51.463,1.119,KENTISH FLATS
51.462,1.109,KENTISH FLATS
51.459,1.079,KENTISH FLATS
51.465,1.083,KENTISH FLATS
51.451,1.111,KENTISH FLATS
51.448,1.081,KENTISH FLATS
51.456,1.105,KENTISH FLATS
53.794,0.196,WESTERMOST ROUGH
53.811,0.112,WESTERMOST ROUGH
54.005,-3.445,WEST OF DUDDON SANDS
53.808,0.179,WESTERMOST ROUGH
54.018,-3.475,WEST OF DUDDON SANDS
53.807,0.202,WESTERMOST ROUGH
53.782,0.168,WESTERMOST ROUGH
53.815,0.17,WESTERMOST ROUGH
53.824,0.118,WESTERMOST ROUGH
53.835,0.168,WESTERMOST ROUGH
53.801,0.188,WESTERMOST ROUGH
53.814,0.193,WESTERMOST ROUGH
53.817,0.126,WESTERMOST ROUGH
54.021,-3.463,WEST OF DUDDON SANDS
53.829,0.154,WESTERMOST ROUGH
53.997,-3.451,WEST OF DUDDON SANDS
53.828,0.176,WESTERMOST ROUGH
53.822,0.162,WESTERMOST ROUGH
53.836,0.146,WESTERMOST ROUGH
54.017,-3.445,WEST OF DUDDON SANDS
54.002,-3.429,WEST OF DUDDON SANDS
53.777,0.131,WESTERMOST ROUGH
54.002,-3.456,WEST OF DUDDON SANDS
53.783,0.145,WESTERMOST ROUGH
53.818,0.104,WESTERMOST ROUGH
53.994,-3.546,WEST OF DUDDON SANDS
54.002,-3.543,WEST OF DUDDON SANDS
53.83,0.132,WESTERMOST ROUGH
53.8,0.21,WESTERMOST ROUGH
57.208,-2.01,ABERDEEN
53.804,0.12,WESTERMOST ROUGH
53.797,0.128,WESTERMOST ROUGH
53.788,0.182,WESTERMOST ROUGH
53.812,0.089,WESTERMOST ROUGH
53.799,0.106,WESTERMOST ROUGH
53.842,0.16,WESTERMOST ROUGH
53.77,0.14,WESTERMOST ROUGH
53.79,0.137,WESTERMOST ROUGH
58.096,-3.073,BEATRICE
53.177,2.985,EAST ANGLIA
57.24,-1.976,ABERDEEN
53.663,0.327,HUMBER GATEWAY
53.638,0.321,HUMBER GATEWAY
53.784,0.123,WESTERMOST ROUGH
53.776,0.154,WESTERMOST ROUGH
53.624,0.302,HUMBER GATEWAY
53.621,0.269,HUMBER GATEWAY
53.619,0.295,HUMBER GATEWAY
53.669,0.316,HUMBER GATEWAY
53.789,0.16,WESTERMOST ROUGH
53.821,0.185,WESTERMOST ROUGH
53.633,0.315,HUMBER GATEWAY
57.216,-1.986,ABERDEEN
53.796,0.151,WESTERMOST ROUGH
53.647,0.326,HUMBER GATEWAY
58.1,-3.082,BEATRICE
53.791,0.114,WESTERMOST ROUGH
53.805,0.098,WESTERMOST ROUGH
53.662,0.268,HUMBER GATEWAY
53.642,0.328,HUMBER GATEWAY
54.024,-3.475,WALNEY 1
53.628,0.309,HUMBER GATEWAY
53.668,0.325,HUMBER GATEWAY
53.648,0.258,HUMBER GATEWAY
53.616,0.272,HUMBER GATEWAY
53.662,0.277,HUMBER GATEWAY
53.615,0.289,HUMBER GATEWAY
53.669,0.307,HUMBER GATEWAY
53.657,0.33,HUMBER GATEWAY
54.125,-3.857,WALNEY EXTENSION 3
54.129,-3.872,WALNEY EXTENSION 3
54.105,-3.86,WALNEY EXTENSION 3
54.132,-3.809,WALNEY EXTENSION 3
53.658,0.262,HUMBER GATEWAY
54.12,-3.874,WALNEY EXTENSION 3
53.666,0.292,HUMBER GATEWAY
54.126,-3.825,WALNEY EXTENSION 3
54.136,-3.824,WALNEY EXTENSION 3
54.138,-3.796,WALNEY EXTENSION 3
54.109,-3.845,WALNEY EXTENSION 3
53.643,0.26,HUMBER GATEWAY
53.615,0.281,HUMBER GATEWAY
54.125,-3.917,WALNEY EXTENSION 3
51.468,1.056,KENTISH FLATS
53.627,0.267,HUMBER GATEWAY
54.149,-3.798,WALNEY EXTENSION 3
54.135,-3.856,WALNEY EXTENSION 3
53.632,0.265,HUMBER GATEWAY
53.653,0.255,HUMBER GATEWAY
54.118,-3.84,WALNEY EXTENSION 3
54.12,-3.904,WALNEY EXTENSION 3
54.002,-3.556,WEST OF DUDDON SANDS
54.153,-3.812,WALNEY EXTENSION 3
54.146,-3.827,WALNEY EXTENSION 3
54.117,-3.825,WALNEY EXTENSION 3
54.115,-3.857,WALNEY EXTENSION 3
54.11,-3.874,WALNEY EXTENSION 3
54.138,-3.84,WALNEY EXTENSION 3
54.138,-3.875,WALNEY EXTENSION 3
54.142,-3.811,WALNEY EXTENSION 3
54.145,-3.848,WALNEY EXTENSION 3
56.213,-2.165,NEART NA GAOITHE
54.125,-3.89,WALNEY EXTENSION 3
54.109,-3.902,WALNEY EXTENSION 3
56.255,-2.19,NEART NA GAOITHE
56.277,-2.212,NEART NA GAOITHE
56.285,-2.22,NEART NA GAOITHE
56.287,-2.2,NEART NA GAOITHE
54.115,-3.889,WALNEY EXTENSION 3
54.109,-3.83,WALNEY EXTENSION 3
56.239,-2.194,NEART NA GAOITHE
54.153,-3.839,WALNEY EXTENSION 3
54.099,-3.87,WALNEY EXTENSION 3
56.279,-2.192,NEART NA GAOITHE
54.128,-3.841,WALNEY EXTENSION 3
54.132,-3.903,WALNEY EXTENSION 3
54.009,-3.424,WEST OF DUDDON SANDS
53.997,-3.423,WEST OF DUDDON SANDS
53.98,-3.502,WEST OF DUDDON SANDS
54.012,-3.44,WEST OF DUDDON SANDS
53.988,-3.44,WEST OF DUDDON SANDS
53.995,-3.407,WEST OF DUDDON SANDS
54.007,-3.434,WEST OF DUDDON SANDS
54.007,-3.522,WEST OF DUDDON SANDS
53.98,-3.529,WEST OF DUDDON SANDS
53.99,-3.429,WEST OF DUDDON SANDS
53.982,-3.491,WEST OF DUDDON SANDS
53.973,-3.507,WEST OF DUDDON SANDS
53.963,-3.495,WEST OF DUDDON SANDS
53.966,-3.512,WEST OF DUDDON SANDS
53.978,-3.513,WEST OF DUDDON SANDS
53.987,-3.411,WEST OF DUDDON SANDS
54.015,-3.486,WEST OF DUDDON SANDS
54.014,-3.456,WEST OF DUDDON SANDS
53.954,-3.484,WEST OF DUDDON SANDS
53.97,-3.518,WEST OF DUDDON SANDS
54.014,-3.429,WEST OF DUDDON SANDS
53.982,-3.518,WEST OF DUDDON SANDS
53.987,-3.524,WEST OF DUDDON SANDS
54.012,-3.468,WEST OF DUDDON SANDS
53.995,-3.434,WEST OF DUDDON SANDS
54.005,-3.418,WEST OF DUDDON SANDS
53.993,-3.445,WEST OF DUDDON SANDS
54.009,-3.479,WEST OF DUDDON SANDS
53.968,-3.501,WEST OF DUDDON SANDS
53.993,-3.418,WEST OF DUDDON SANDS
54.01,-3.45,WEST OF DUDDON SANDS
53.975,-3.523,WEST OF DUDDON SANDS
53.975,-3.466,WEST OF DUDDON SANDS
53.958,-3.489,WEST OF DUDDON SANDS
53.945,-3.446,WEST OF DUDDON SANDS
53.975,-3.496,WEST OF DUDDON SANDS
53.946,-3.488,WEST OF DUDDON SANDS
53.951,-3.494,WEST OF DUDDON SANDS
53.999,-3.525,WEST OF DUDDON SANDS
53.961,-3.506,WEST OF DUDDON SANDS
54.005,-3.532,WEST OF DUDDON SANDS
54.001,-3.514,WEST OF DUDDON SANDS
53.994,-3.519,WEST OF DUDDON SANDS
54.004,-3.5,WEST OF DUDDON SANDS
53.956,-3.5,WEST OF DUDDON SANDS
54.01,-3.508,WEST OF DUDDON SANDS
53.992,-3.53,WEST OF DUDDON SANDS
54.004,-3.5,WEST OF DUDDON SANDS
53.992,-3.503,WEST OF DUDDON SANDS
54,-3.495,WEST OF DUDDON SANDS
54,-3.554,WEST OF DUDDON SANDS
53.997,-3.509,WEST OF DUDDON SANDS
